liquor_id,liquor_name,ingredient_id,ingredient_name,origin
521,blackberry_liqueur,6241,sweet_chili_sauce,매운 음식
521,blackberry_liqueur,6387,thai_chili_paste,매운 음식
521,blackberry_liqueur,6390,thai_green_chili,매운 음식
521,blackberry_liqueur,6392,thai_red_chili_pepper,매운 음식
521,blackberry_liqueur,6396,thai_sweet_chili_sauce,매운 음식
521,blackberry_liqueur,6456,tomatoes_and_green_chilies,매운 음식
521,blackberry_liqueur,6949,whole_green_chili,매운 음식
521,blackberry_liqueur,6950,whole_green_chilies,매운 음식
521,blackberry_liqueur,4086,marmalade,매운 음식
521,blackberry_liqueur,4483,onion_marmalade,매운 음식
521,blackberry_liqueur,4520,orange_marmalade,매운 음식
521,blackberry_liqueur,3578,king_oyster_mushroom,해산물
521,blackberry_liqueur,4572,oyster,해산물
521,blackberry_liqueur,4573,oyster_cracker,해산물
521,blackberry_liqueur,4574,oyster_liquor,해산물
521,blackberry_liqueur,4575,oyster_mushroom,해산물
521,blackberry_liqueur,4576,oyster_sauce,해산물
521,blackberry_liqueur,5898,smoked_oyster,해산물
521,blackberry_liqueur,6728,vegetarian_oyster_sauce,해산물
521,blackberry_liqueur,135,anchovy,해산물
521,blackberry_liqueur,136,anchovy_fillet,해산물
521,blackberry_liqueur,137,anchovy_paste,해산물
521,blackberry_liqueur,895,canned_anchovy_fillet,해산물
521,blackberry_liqueur,1933,dried_anchovy,해산물
521,blackberry_liqueur,5619,salt_packed_anchovy_fillet,해산물
521,blackberry_liqueur,5624,salted_anchovy,해산물
521,blackberry_liqueur,1824,dark_miso,발효 음식
521,blackberry_liqueur,3812,light_miso,발효 음식
521,blackberry_liqueur,4264,miso,발효 음식
521,blackberry_liqueur,5309,red_miso,발효 음식
521,blackberry_liqueur,5783,shiro_miso,발효 음식
521,blackberry_liqueur,6887,white_miso,발효 음식
521,blackberry_liqueur,7065,yellow_miso,발효 음식
524,blackberry_wine,5649,sashimi_grade_tuna,해산물
524,blackberry_wine,237,baby_clam,해산물
524,blackberry_wine,641,bottled_clam_juice,해산물
524,blackberry_wine,907,canned_clam,해산물
524,blackberry_wine,1127,cherrystone_clam,해산물
524,blackberry_wine,1342,chopped_clams_with_juice,해산물
524,blackberry_wine,1395,clam,해산물
524,blackberry_wine,1396,clam_base,해산물
524,blackberry_wine,1397,clam_broth,해산물
524,blackberry_wine,1398,clam_juice,해산물
524,blackberry_wine,1399,clamato_juice,해산물
524,blackberry_wine,1400,clams_in_shell,해산물
524,blackberry_wine,3186,hard_shelled_clam,해산물
524,blackberry_wine,3891,littleneck_clam,해산물
524,blackberry_wine,4063,manila_clam,해산물
524,blackberry_wine,4218,minced_clam,해산물
524,blackberry_wine,4219,minced_clams_with_juice,해산물
524,blackberry_wine,5248,razor_clam,해산물
524,blackberry_wine,5860,small_clam,해산물
524,blackberry_wine,6103,steamer_clam,해산물
524,blackberry_wine,163,apple_cider_vinegar,산미 음식
524,blackberry_wine,299,balsamic_vinegar,산미 음식
524,blackberry_wine,516,black_vinegar,산미 음식
524,blackberry_wine,743,brown_rice_vinegar,산미 음식
524,blackberry_wine,1071,champagne_vinegar,산미 음식
524,blackberry_wine,1250,chinese_white_rice_vinegar,산미 음식
524,blackberry_wine,1362,cider_vinegar,산미 음식
524,blackberry_wine,1452,coconut_vinegar,산미 음식
524,blackberry_wine,1912,distilled_vinegar,산미 음식
524,blackberry_wine,3228,heinz_apple_cider_vinegar,산미 음식
524,blackberry_wine,4041,malt_vinegar,산미 음식
524,blackberry_wine,4455,oil_and_vinegar_dressing,산미 음식
524,blackberry_wine,4738,pepper_vinegar,산미 음식
524,blackberry_wine,5225,raspberry_vinegar,산미 음식
524,blackberry_wine,5348,red_wine_vinegar,산미 음식
524,blackberry_wine,5449,rice_vinegar,산미 음식
524,blackberry_wine,5451,rice_wine_vinegar,산미 음식
524,blackberry_wine,5696,seasoned_rice_vinegar,산미 음식
524,blackberry_wine,5697,seasoned_rice_wine_vinegar,산미 음식
524,blackberry_wine,5775,sherry_wine_vinegar,산미 음식
524,blackberry_wine,6351,tarragon_vinegar,산미 음식
524,blackberry_wine,6756,vinegar,산미 음식
524,blackberry_wine,6836,white_balsamic_vinegar,산미 음식
524,blackberry_wine,6873,white_distilled_vinegar,산미 음식
524,blackberry_wine,6916,white_vinegar,산미 음식
524,blackberry_wine,6919,white_wine_vinegar,산미 음식
524,blackberry_wine,7018,wine_vinegar,산미 음식
524,blackberry_wine,825,cabbage_kimchi,발효 음식
562,bock_beer,5649,sashimi_grade_tuna,해산물
562,bock_beer,129,anaheim_chili,매운 음식
562,bock_beer,130,anaheim_chilies,매운 음식
562,bock_beer,132,ancho_chili,매운 음식
