liquor_id,liqour_name,ingredient_id,ingredient_name,similarity
39,absinthe,59,agar_agar,0.5274026393890381
39,absinthe,74,alcohol,0.5162602066993713
39,absinthe,146,angostura_bitter,0.6348590850830078
39,absinthe,154,anisette,0.7243916988372803
39,absinthe,171,apple_schnapps,0.6471371650695801
39,absinthe,195,aromatic_bitter,0.5386093854904175
39,absinthe,226,azuki_bean,0.5170538425445557
39,absinthe,314,banana_schnapps,0.6167585253715515
39,absinthe,434,benedictine,0.5650371313095093
39,absinthe,461,bitter,0.6159539222717285
39,absinthe,462,bitter_chocolate,0.503690242767334
39,absinthe,509,black_soybean,0.5390970706939697
39,absinthe,523,blackberry_schnapps,0.6452787518501282
39,absinthe,530,bleach,0.5478731393814087
39,absinthe,544,blue_curacao,0.6894842386245728
39,absinthe,554,blueberry_schnapps,0.6170518398284912
39,absinthe,606,boneless_pork_cutlet,0.5269478559494019
39,absinthe,674,bread_improver,0.5198812484741211
39,absinthe,694,brewed_espresso,0.6388958692550659
39,absinthe,745,brown_sesame_seed,0.5348280668258667
39,absinthe,818,butterscotch_schnapps,0.5769824385643005
39,absinthe,848,california_walnut,0.5295928716659546
39,absinthe,850,calrose_rice,0.518189549446106
39,absinthe,894,canela,0.5655403137207031
39,absinthe,921,canned_lychee,0.6255834102630615
39,absinthe,989,carbonated_lemon_lime_beverage,0.7916197776794434
39,absinthe,1065,challah,0.6325061917304993
39,absinthe,1117,cherry_heering,0.7467356324195862
39,absinthe,1124,cherry_syrup,0.5017715692520142
39,absinthe,1394,citrus_zest,0.5609156489372253
39,absinthe,1414,club_soda,0.5666835308074951
39,absinthe,1421,coca_cola,0.5291081666946411
39,absinthe,1451,coconut_syrup,0.6097837686538696
39,absinthe,1466,coffee_mate,0.5068933367729187
39,absinthe,1469,coke,0.5469143390655518
39,absinthe,1470,cola,0.8820136189460754
39,absinthe,1472,cola_flavored_carbonated_beverage,0.651719331741333
39,absinthe,1490,concord_grape,0.5257169604301453
39,absinthe,1654,cracked_bulgur_wheat,0.5380738973617554
39,absinthe,1718,creme_de_banane,0.8183817267417908
39,absinthe,1778,curacao,0.6201547384262085
39,absinthe,1781,curing_salt,0.5048916935920715
39,absinthe,1797,dairy_eggnog,0.6094091534614563
39,absinthe,1820,dark_creme_de_cacao,0.636326789855957
39,absinthe,1913,distilled_water,0.5481876730918884
39,absinthe,1933,dried_anchovy,0.5355510115623474
39,absinthe,2101,dry_buttermilk,0.5001990795135498
39,absinthe,2230,espresso,0.6221944093704224
39,absinthe,2232,espresso_coffee,0.5023307204246521
39,absinthe,2235,essential_oil,0.5291726589202881
39,absinthe,2241,everclear_alcohol,0.5310050249099731
39,absinthe,2412,framboise_eau_de_vie,0.5014215111732483
39,absinthe,2493,fresh_fruit,0.521568238735199
39,absinthe,2610,fried_rice,0.5067927241325378
